DTL_ADRES,XCORD,LO,CHCK_MATTER_WKEND_HDAY_OPN_AT,WKEND_HDAY_OPER_BEGIN_TIME,MODF_TIME,ARCD,WKDAY_OPER_BEGIN_TIME,YEAR,USE_PSBL_NMPR,CHCK_MATTER_NIGHT_OPN_AT,RSTR_NM,WKEND_HDAY_OPER_END_TIME,CHCK_MATTER_STAYNG_PSBL_AT,MNGDPT_CD,COLR_HOLD_ARCNDTN,OPER_END_DE,RN_DTL_ADRES,OPER_BEGIN_DE,FCLTY_OPRN_AT,INPT_TIME,DTL_POSITION,WKDAY_OPER_END_TIME,FCLTY_SCLAS,COLR_HOLD_ELEFN,AR,YCORD,USE_AT,LA,RSTR_FCLTY_NO,RM,FCLTY_TY
"1886-5",,126.7255783,"N",,"2024-06-09 18:28:31.000","4139059400","0900","2025",22,"N","고합아파트경로당",,"N","4010322",1,"20240930","경기도 시흥시 정왕신길로49번길 7 (정왕동, 고합아파트)","20240520","Y","2021-03-30 10:02:02.000",,"1700","001",2,90,,"Y",37.3593874,41390216,,"003"
"571-6",,126.748377,"N",,"2025-05-09 13:47:51.000","4119269000","0900","2025",26,"N","백송마을풍림경로당",,"N","3860514",1,"20240930","경기도 부천시 원미구 부흥로 51","20240520","Y","2021-04-20 16:33:37.000",,"1700","001",3,115.4,,"Y",37.498535,41190873,,"003"
"570-1",,126.753168,"N",,"2025-05-09 13:48:00.000","4119269000","0900","2025",30,"N","하얀마을현대아파트경로당",,"N","3860514",1,"20240930","경기도 부천시 원미구 조마루로 84","20240520","Y","2021-04-20 16:33:37.000",,"1600","001",2,82.5,,"Y",37.499469,41190874,,"003"
"571-3",,126.75064,"N",,"2025-05-09 13:48:10.000","4119269000","1300","2025",22,"N","백송마을LG.SK아파트경로당",,"N","3860514",1,"20240930","경기도 부천시 원미구 상동로 25","20240520","Y","2021-04-20 16:33:37.000",,"1700","001",4,99.5,,"Y",37.49983,41190875,,"003"
"1877-2",,126.7338395,"N",,"2024-06-09 18:28:31.000","4139059400","0900","2025",15,"N","세종2차아파트경로당",,"N","4010322",2,"20240930","경기도 시흥시 함송로29번길 36 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"1700","001",2,60,,"Y",37.3643248,41390217,,"003"
"1875-2",,126.7288613,"N",,"2024-06-09 18:28:31.000","4139059400","0900","2025",15,"N","미주아파트경로당",,"N","4010322",1,"20240930","경기도 시흥시 정왕신길로49번길 26 (정왕동, 미주아파트)","20240520","Y","2021-03-30 10:02:02.000",,"1700","001",2,60,,"Y",37.3595665,41390218,,"003"
"4-3",,126.6214629,"N",,"2025-05-15 09:58:06.000","2814051000","0900","2025",24,"N","만석동제1경로당",,"N","3500144",2,"20231231","인천광역시 동구 보세로 20","20220425","Y","2021-03-16 17:57:05.000",,"1800","001",3,99,,"Y",37.4878978,28140002,,"003"
"46-9",,126.6210607,"N",,"2025-05-15 10:04:05.000","2814051000","0900","2025",26,"N","만석동제2경로당",,"N","3500112",2,"20231231","인천광역시 동구 어촌로5번길 3-3 (만석동, 만석3 우리집)","20210601","Y","2021-03-16 17:57:05.000",,"1800","001",3,106,,"Y",37.481844,28140003,,"003"
"122-0",,126.6211,"N",,"2025-05-15 09:53:27.000","2814051000","0900","2025",35,"N","만석비치타운경로당",,"N","3500144",1,"20231231","인천광역시 동구 화도진로 187 (만석동, 만석비치타운 주공아파트)","20210601","Y","2021-03-16 17:57:05.000",,"1800","001",4,142,,"Y",37.4854,28140004,,"003"
"210-4",929079.886463,126.6984022,,,"2025-05-12 13:03:21.000","2818575000","1800","2025",4,,"선학근린공원정자2",,,"3520222",,,"인천광역시 연수구 넘말로 8 (선학동)",,"Y","2023-05-08 20:45:59.000",,"2400","001",,16,1937047.534308,"Y",37.4298703,2818500166,,"002"
"242-36",,126.482574,"Y","0900","2024-09-06 14:12:09.000","2871025000","0900","2025",29,"Y","신문리잠두부녀경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 강화읍청하동길9번길 8","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",3,26.3,,"Y",37.74666,28710018,,"003"
"242-36",,126.482574,"Y","0900","2024-09-06 14:14:17.000","2871025000","0900","2025",30,"Y","신문리잠두경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 강화읍청하동길9번길 8","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,33,,"Y",37.74666,28710019,,"003"
"599-0",927105.186541,126.6762606,,,"2025-05-12 13:27:35.000","2818576200","0900","2025",126,,"신한은행연수동지점",,,"3520229",1,"20240930","인천광역시 연수구 청능대로 103 (연수동)","20240601","Y","2024-06-10 10:26:49.000",,"1600","001",,418.19,1935264.343359,"Y",37.4136452,2818500255,"영업점 연락처 812-2600","004"
"537-1",926760.902392,126.6722614,,,"2025-05-12 13:10:23.000","2818576100","1800","2025",4,,"효정공원정자3",,,"3520222",,,"인천광역시 연수구 비류대로320번길 49 (연수동)",,"Y","2023-05-01 20:16:02.000",,"2400","001",,16,1936364.25133,"Y",37.4235314,2818500122,,"002"
"535-3",927568.30405,126.681397,,,"2025-05-12 13:09:52.000","2818576100","1800","2025",4,,"함박공원정자2",,,"3520222",,,"인천광역시 연수구 함박뫼로 127 (연수동)",,"Y","2023-05-01 20:20:04.000",,"2400","001",,16,1936248.956179,"Y",37.4225558,2818500124,,"002"
"535-3",927572.968609,126.6814506,,,"2025-05-12 13:09:32.000","2818576100","1800","2025",4,,"함박공원정자3",,,"3520222",,,"인천광역시 연수구 함박뫼로 127 (연수동)",,"Y","2023-05-01 20:20:57.000",,"2400","001",,16,1936239.461876,"Y",37.4224706,2818500125,,"002"
"1501-0",930501.065451,126.7142904,,,"2023-03-27 17:25:45.000","2820051000",,"2025",180,,"전재울공원",,,"3530219",,,"인천광역시 남동구 호구포로 721",,"Y","2021-04-28 17:23:21.000","전재울공원",,"001",,122963,1938891.45952,"Y",37.4465973,28200220,,"002"
"804-0",931332.451808,126.7220771,,,"2025-04-30 16:49:45.000","4157055000","0900","2025",40,,"풍무동행정복지센터1층민원실",,,"4090449",4,"20240930","경기도 김포시 풍무로 74 (풍무동)","20240501","Y","2024-07-26 16:53:59.000",,"1800","001",2,118.8,1956129.564197,"Y",37.602023,4157000181,,"001"
"191-0",,126.7274451,"N",,"2024-06-09 18:38:40.000","4139059700","0900","2025",46,"N","배곧호반써밋플레이스1차경로당",,"N","4010322",4,"20240930","경기도 시흥시 서울대학로278번길 19-13 (배곧동, 시흥배곧 C1 호반 써밋플레이스)","20240520","Y","2021-03-30 10:02:02.000",,"1700","001",0,186,,"Y",37.3707455,41390231,,"003"
